asof_date,p_base_asof,p_aug_asof,p_mix_asof,w_reference_for_sensitivity,p_mix_w_minus_0p1,p_mix_w_plus_0p1,SPREAD,CREDIT_Z,NFCI,CLAIMS_SIG,CREDIT_CHG3M,NFCI_CHG3M,SPREAD_x_CREDIT_Z,SPREAD_x_NFCI,SPREAD_x_CLAIMS_SIG
2026-01-01,0.10980811944333757,0.0376848249091584,,0.6409618081468449,0.07079217162262055,0.05636751271578472,0.548,-0.5262508430431229,-0.560714,-0.025407991507821137,-0.013000234398986399,-0.04307800000000006,-0.2883854619876314,-0.30727127200000004,-0.013923579346285984
